date,product_id,product_name,quantity_sold,amazon_price,meesho_price,discount_pct,stock_quantity,rating,num_reviews,page_views,conversion_rate,demand_intensity,cost,profit
24-01-2025,P0047,StoryWorld Children Pro,4,49.13,43.16,0.0,448,4.7,366,54,5.56,3.0,151.92,44.6
2024-07-12 00:00:00,P0023,TrendSet Jeans Standard,3,383.78,360.06,0.0,185,4.2,226,300,1.33,3.99,818.04,333.29
2024-08-07 00:00:00,P0033,ModernSpace Storage Plus,2,366.34,320.18,0.0,329,4.4,85,145,1.38,2.0,574.08,158.6
27-05-2024,P0007,TechPro Headphones Plus,4,1250.45,1190.79,11.2,286,4.9,362,170,1.18,2.01,4951.24,50.56
2025-12-01 00:00:00,P0006,TechPro Headphones Standard,4,2324.04,2197.81,0.0,375,4.1,117,350,0.29,1.01,6871.48,2424.69
21-04-2024,P0024,TrendSet Jackets Premium,2,85.85,77.31,0.0,426,4.0,35,440,0.45,1.98,126.68,45.02
2024-12-05 00:00:00,P0034,KitchenPro Storage Pro,2,45.81,40.36,0.0,233,4.5,191,328,0.3,0.98,70.58,21.05
2024-11-06 00:00:00,P0030,HomeEssence Decor Pro,2,462.05,442.9,0.0,499,4.8,390,52,3.85,2.0,677.82,246.27
17-10-2024,P0002,TechPro Laptops Premium,4,279.88,240.26,0.0,151,4.3,122,139,1.44,2.0,930.84,188.66
19-05-2024,P0034,KitchenPro Storage Pro,2,48.47,45.56,0.0,233,4.5,191,206,1.46,3.01,70.58,26.37
2024-09-09 00:00:00,P0001,TechPro Laptops Pro,1,1802.93,1644.48,0.0,396,3.6,226,351,0.57,2.0,1496.02,306.91
14-06-2024,P0035,ModernSpace Decor Plus,4,712.35,629.12,0.0,492,4.7,461,182,1.65,3.0,1949.24,900.18
20-05-2024,P0011,ElectroMax Smartphones Standard,4,1783.91,1714.17,13.09,355,5.0,450,104,0.96,1.0,6378.2,757.45
21-10-2024,P0035,ModernSpace Decor Plus,4,712.37,674.52,0.0,492,4.7,461,195,1.03,2.01,1949.24,900.25
15-08-2024,P0011,ElectroMax Smartphones Standard,5,2008.09,1952.65,0.0,355,5.0,450,60,3.33,2.0,7972.75,2067.69
18-07-2024,P0028,HomeEssence Bedding Pro,5,26.01,23.61,0.0,87,3.9,487,254,0.79,2.01,97.6,32.43
2025-11-01 00:00:00,P0008,ElectroMax Smartwatches Plus,3,1900.61,1758.06,0.0,470,4.1,43,317,1.89,5.99,4155.0,1546.84
2024-12-04 00:00:00,P0023,TrendSet Jeans Standard,2,336.51,312.89,5.32,185,4.2,226,202,0.99,2.0,545.36,127.66
2024-12-06 00:00:00,P0016,ChicLine Jeans Premium,1,249.29,225.35,0.0,436,4.6,214,261,0.77,2.01,167.75,81.54
16-07-2024,P0004,TechPro Laptops Elite,5,985.78,906.27,0.0,463,4.3,482,345,0.29,1.0,3954.3,974.59
29-09-2024,P0035,ModernSpace Decor Plus,3,709.82,693.47,0.0,492,4.7,461,339,0.88,2.98,1461.93,667.53
2024-05-06 00:00:00,P0039,AcademiaBooks Comics Plus,5,101.38,86.92,0.0,347,3.6,315,156,1.28,2.0,378.75,128.13
28-11-2024,P0008,ElectroMax Smartwatches Plus,1,1825.96,1563.69,0.0,470,4.1,43,380,0.26,0.99,1385.0,440.96
19-01-2025,P0027,ComfortLiving Decor Plus,4,600.39,545.66,0.0,185,4.5,244,280,0.36,1.01,1873.32,528.25
16-08-2024,P0002,TechPro Laptops Premium,1,199.87,184.21,23.99,151,4.3,122,439,0.23,1.01,232.71,-32.84
2024-07-06 00:00:00,P0018,StyleHub T-Shirts Pro,5,274.19,233.38,0.0,490,3.9,352,310,0.65,2.02,1091.0,279.95
24-03-2024,P0013,UrbanWear Dresses Premium,1,208.34,184.97,0.0,361,4.6,286,235,1.28,3.01,162.15,46.19
27-09-2024,P0006,TechPro Headphones Standard,2,2194.24,2014.37,0.0,375,4.1,117,147,0.68,1.0,3435.74,952.74
15-05-2024,P0037,ClassicPress Non-Fiction Plus,3,48.05,45.72,0.0,468,4.0,417,123,0.81,1.0,110.34,33.8
25-09-2024,P0013,UrbanWear Dresses Premium,1,226.01,202.1,0.0,361,4.6,286,255,0.78,1.99,162.15,63.86
2025-01-02 00:00:00,P0037,ClassicPress Non-Fiction Plus,5,47.2,43.83,0.0,468,4.0,417,487,0.41,2.0,183.9,52.1
2025-07-02 00:00:00,P0019,UrbanWear Shoes Premium,5,219.98,200.35,13.06,292,4.7,107,205,0.49,1.0,854.95,244.95
2024-01-07 00:00:00,P0047,StoryWorld Children Pro,2,48.48,44.28,0.0,448,4.7,366,191,0.52,0.99,75.96,21.01
27-10-2024,P0026,ModernSpace Appliances Premium,3,101.96,96.07,0.0,70,4.5,299,78,3.85,3.0,219.45,86.44
2024-06-10 00:00:00,P0003,DigiCorp Tablets Standard,1,1811.23,1667.84,0.0,224,4.9,182,329,0.3,0.99,1628.39,182.84
27-07-2024,P0013,UrbanWear Dresses Premium,1,178.81,162.25,15.67,361,4.6,286,132,1.52,2.01,162.15,16.66
2024-03-12 00:00:00,P0004,TechPro Laptops Elite,5,975.18,922.57,0.0,463,4.3,482,116,1.72,2.0,3954.3,921.59
27-04-2024,P0039,AcademiaBooks Comics Plus,1,97.34,88.77,0.0,347,3.6,315,454,0.22,1.0,75.75,21.59
2024-12-12 00:00:00,P0012,TechPro Laptops Elite,7,1416.64,1332.7,17.61,107,4.2,498,429,0.47,2.02,9655.38,261.08
2024-06-08 00:00:00,P0037,ClassicPress Non-Fiction Plus,2,35.33,31.14,20.52,468,4.0,417,288,0.69,1.99,73.56,-2.9
17-09-2024,P0012,TechPro Laptops Elite,5,1720.16,1679.16,0.0,107,4.2,498,279,0.36,1.0,6896.7,1704.08
14-04-2024,P0039,AcademiaBooks Comics Plus,4,81.27,75.84,19.23,347,3.6,315,359,0.28,1.01,303.0,22.06
2024-10-12 00:00:00,P0034,KitchenPro Storage Pro,2,44.89,42.83,0.0,233,4.5,191,74,1.35,1.0,70.58,19.2
31-10-2024,P0041,ClassicPress Children Plus,4,71.51,61.5,0.0,236,4.5,179,219,0.91,1.99,185.56,100.49
20-05-2024,P0045,ClassicPress Non-Fiction Pro,5,37.29,34.23,15.4,469,4.5,125,286,1.05,3.0,149.35,37.1
2024-10-12 00:00:00,P0031,KitchenPro Decor Plus,1,210.31,202.08,0.0,401,4.3,138,240,0.42,1.01,147.09,63.22
16-11-2024,P0017,TrendSet Dresses Pro,6,385.02,359.16,0.0,223,3.8,122,372,0.27,1.0,1631.34,678.77
26-11-2024,P0035,ModernSpace Decor Plus,3,716.66,650.19,0.0,492,4.7,461,245,0.82,2.01,1461.93,688.05
15-11-2024,P0039,AcademiaBooks Comics Plus,4,94.82,89.86,0.0,347,3.6,315,492,0.41,2.02,303.0,76.29
29-07-2024,P0044,AcademiaBooks Textbooks Elite,2,31.18,26.55,15.2,288,3.8,252,107,0.93,1.0,49.42,12.93
2024-05-09 00:00:00,P0027,ComfortLiving Decor Plus,1,611.2,587.83,0.0,185,4.5,244,393,0.25,0.98,468.33,142.87
2024-08-09 00:00:00,P0007,TechPro Headphones Plus,2,1201.35,1025.92,20.51,286,4.9,362,464,0.43,2.0,2475.62,-72.92
2024-03-08 00:00:00,P0047,StoryWorld Children Pro,6,50.69,49.09,0.0,448,4.7,366,111,1.8,2.0,227.88,76.23
13-12-2024,P0046,ModernReads Non-Fiction Pro,6,15.08,14.29,0.0,283,4.4,377,463,0.65,3.01,70.26,20.22
21-02-2025,P0037,ClassicPress Non-Fiction Plus,1,45.79,42.74,0.0,468,4.0,417,366,0.55,2.01,36.78,9.01
17-01-2025,P0004,TechPro Laptops Elite,1,859.28,800.82,12.7,463,4.3,482,108,0.93,1.0,790.86,68.42
2025-01-02 00:00:00,P0029,HomeEssence Bedding Premium,1,580.04,543.34,0.0,410,5.0,344,251,0.4,1.0,441.45,138.59
2024-05-07 00:00:00,P0032,HomeEssence Cookware Elite,5,453.04,401.03,0.0,444,3.9,389,479,0.21,1.01,1613.15,652.07
30-01-2025,P0036,HomeEssence Storage Standard,3,144.33,140.24,0.0,460,4.7,146,174,1.15,2.0,305.97,127.01
25-12-2024,P0027,ComfortLiving Decor Plus,3,606.7,550.54,0.0,185,4.5,244,493,0.41,2.02,1404.99,415.12
14-03-2024,P0019,UrbanWear Shoes Premium,6,266.36,259.04,0.0,292,4.7,107,468,0.43,2.01,1025.94,572.24
24-07-2024,P0030,HomeEssence Decor Pro,4,457.15,399.48,0.0,499,4.8,390,74,1.35,1.0,1355.64,472.97
18-08-2024,P0037,ClassicPress Non-Fiction Plus,5,48.91,44.74,0.0,468,4.0,417,455,0.88,4.0,183.9,60.67
16-11-2024,P0035,ModernSpace Decor Plus,5,676.79,613.88,0.0,492,4.7,461,67,2.99,2.0,2436.55,947.4
2025-03-02 00:00:00,P0016,ChicLine Jeans Premium,4,237.28,231.72,0.0,436,4.6,214,107,1.87,2.0,671.0,278.12
2024-01-07 00:00:00,P0026,ModernSpace Appliances Premium,4,102.65,93.37,0.0,70,4.5,299,156,0.64,1.0,292.6,118.01
20-02-2025,P0005,TechPro Tablets Elite,4,1509.29,1317.71,0.0,345,3.6,126,82,2.44,2.0,4505.92,1531.24
20-08-2024,P0013,UrbanWear Dresses Premium,4,196.91,180.68,8.61,361,4.6,286,51,3.92,2.0,648.6,139.03
2024-11-11 00:00:00,P0038,ModernReads Non-Fiction Pro,3,14.63,12.5,0.0,445,4.3,357,257,1.56,4.01,34.98,8.92
29-08-2024,P0008,ElectroMax Smartwatches Plus,3,1908.62,1767.14,0.0,470,4.1,43,329,0.61,2.01,4155.0,1570.85
21-04-2024,P0012,TechPro Laptops Elite,3,1688.35,1569.67,0.0,107,4.2,498,479,0.21,1.01,4138.02,927.03
22-05-2024,P0008,ElectroMax Smartwatches Plus,1,1921.3,1868.89,0.0,470,4.1,43,456,0.66,3.01,1385.0,536.3
16-11-2024,P0044,AcademiaBooks Textbooks Elite,5,35.41,31.02,0.0,288,3.8,252,223,0.9,2.01,123.55,53.5
22-07-2024,P0042,AcademiaBooks Comics Premium,2,69.62,61.26,0.0,208,4.1,161,215,0.47,1.01,112.88,26.37
23-02-2025,P0046,ModernReads Non-Fiction Pro,4,15.11,13.65,0.0,283,4.4,377,372,0.27,1.0,46.84,13.6
2024-02-11 00:00:00,P0007,TechPro Headphones Plus,5,1395.38,1319.56,0.0,286,4.9,362,435,0.46,2.0,6189.05,787.84
2024-06-05 00:00:00,P0024,TrendSet Jackets Premium,3,87.59,79.71,0.0,426,4.0,35,364,0.55,2.0,190.02,72.74
2024-06-05 00:00:00,P0014,StyleHub Jackets Elite,2,242.07,225.3,9.7,499,3.9,133,459,0.22,1.01,375.4,108.75
2024-09-12 00:00:00,P0026,ModernSpace Appliances Premium,2,85.67,74.83,15.53,70,4.5,299,378,0.53,2.0,146.3,25.04
26-01-2025,P0028,HomeEssence Bedding Pro,4,21.98,19.26,17.96,87,3.9,487,111,0.9,1.0,78.08,9.85
25-05-2024,P0010,SmartGen Headphones Plus,2,2293.56,2217.29,0.0,310,3.6,66,283,0.35,0.99,3601.5,985.63
2024-12-05 00:00:00,P0021,StyleHub Dresses Standard,1,116.81,101.72,0.0,143,4.8,48,126,1.59,2.0,89.62,27.19
30-10-2024,P0039,AcademiaBooks Comics Plus,4,93.71,81.17,0.0,347,3.6,315,460,0.22,1.01,303.0,71.84
2024-10-10 00:00:00,P0003,DigiCorp Tablets Standard,1,1822.41,1670.21,0.0,224,4.9,182,112,2.68,3.0,1628.39,194.02
18-11-2024,P0032,HomeEssence Cookware Elite,5,464.26,403.05,0.0,444,3.9,389,328,0.3,0.98,1613.15,708.17
18-01-2025,P0003,DigiCorp Tablets Standard,2,1889.28,1677.58,0.0,224,4.9,182,425,0.47,2.0,3256.78,521.79
28-07-2024,P0027,ComfortLiving Decor Plus,3,571.41,528.21,0.0,185,4.5,244,475,0.21,1.0,1404.99,309.24
2025-01-02 00:00:00,P0030,HomeEssence Decor Pro,2,469.73,447.07,0.0,499,4.8,390,442,0.68,3.01,677.82,261.64
2024-03-03 00:00:00,P0011,ElectroMax Smartphones Standard,5,1886.86,1636.48,6.76,355,5.0,450,227,0.88,2.0,7972.75,1461.56
2024-08-07 00:00:00,P0009,DigiCorp Smartphones Standard,3,573.55,559.77,0.0,123,4.6,285,327,0.61,1.99,1393.86,326.79
2024-09-06 00:00:00,P0029,HomeEssence Bedding Premium,5,600.49,562.34,0.0,410,5.0,344,225,1.33,2.99,2207.25,795.2
30-08-2024,P0040,AcademiaBooks Children Premium,5,78.72,70.21,0.0,109,3.8,32,171,1.75,2.99,305.0,88.62
14-06-2024,P0020,StyleHub T-Shirts Pro,1,290.3,247.7,0.0,394,3.6,216,383,0.78,2.99,204.52,85.78
30-11-2024,P0044,AcademiaBooks Textbooks Elite,3,37.77,32.7,0.0,288,3.8,252,352,1.42,5.0,74.13,39.18
21-05-2024,P0036,HomeEssence Storage Standard,1,155.72,152.1,0.0,460,4.7,146,216,1.39,3.0,101.99,53.73
29-01-2025,P0024,TrendSet Jackets Premium,5,84.12,75.07,0.0,426,4.0,35,204,0.98,2.0,316.7,103.9
2024-03-07 00:00:00,P0018,StyleHub T-Shirts Pro,4,248.83,219.48,17.66,490,3.9,352,81,2.47,2.0,872.8,122.51
19-06-2024,P0046,ModernReads Non-Fiction Pro,2,16.13,13.92,0.0,283,4.4,377,100,3.0,3.0,23.42,8.83
27-09-2024,P0022,StyleHub Shoes Pro,1,46.45,44.25,17.58,435,4.1,256,369,0.27,1.0,34.16,12.29
26-03-2024,P0006,TechPro Headphones Standard,1,2083.99,1976.78,9.22,375,4.1,117,325,0.31,1.01,1717.87,366.12
2024-02-04 00:00:00,P0045,ClassicPress Non-Fiction Pro,3,43.47,41.84,0.0,469,4.5,125,463,0.22,1.02,89.61,40.8
2024-10-12 00:00:00,P0025,ModernSpace Decor Premium,1,366.34,318.02,0.0,91,4.4,355,99,2.02,2.0,258.88,107.46
25-07-2024,P0017,TrendSet Dresses Pro,5,374.63,337.7,0.0,223,3.8,122,257,0.78,2.0,1359.45,513.71
27-10-2024,P0015,StyleHub Jackets Premium,4,62.07,59.26,0.0,442,4.2,291,342,0.58,1.98,175.92,72.37
2024-08-04 00:00:00,P0033,ModernSpace Storage Plus,4,373.51,329.3,0.0,329,4.4,85,399,0.75,2.99,1148.16,345.88
2024-03-06 00:00:00,P0022,StyleHub Shoes Pro,1,52.88,45.14,0.0,435,4.1,256,104,2.88,3.0,34.16,18.72
31-07-2024,P0015,StyleHub Jackets Premium,2,63.34,59.17,0.0,442,4.2,291,209,0.48,1.0,87.96,38.72
2024-02-06 00:00:00,P0015,StyleHub Jackets Premium,2,64.46,63.07,0.0,442,4.2,291,147,1.36,2.0,87.96,40.96
19-06-2024,P0043,ModernReads Comics Plus,3,35.46,30.53,0.0,365,4.3,10,413,0.24,0.99,70.29,36.1
17-08-2024,P0001,TechPro Laptops Pro,5,1713.46,1484.33,0.0,396,3.6,226,477,0.84,4.01,7480.1,1087.22
19-06-2024,P0023,TrendSet Jeans Standard,3,353.04,341.44,0.0,185,4.2,226,365,0.27,0.99,818.04,241.07
14-03-2024,P0046,ModernReads Non-Fiction Pro,1,16.13,15.27,0.0,283,4.4,377,128,0.78,1.0,11.71,4.42
26-05-2024,P0034,KitchenPro Storage Pro,6,44.23,41.12,0.0,233,4.5,191,284,0.35,0.99,211.74,53.64
17-10-2024,P0013,UrbanWear Dresses Premium,5,213.72,192.0,0.0,361,4.6,286,455,0.22,1.0,810.75,257.86
30-11-2024,P0003,DigiCorp Tablets Standard,3,1883.93,1839.57,0.0,224,4.9,182,475,0.21,1.0,4885.17,766.61
21-03-2024,P0027,ComfortLiving Decor Plus,2,566.25,487.07,0.0,185,4.5,244,113,2.65,2.99,936.66,195.83
2024-02-08 00:00:00,P0002,TechPro Laptops Premium,4,278.61,241.45,0.0,151,4.3,122,482,0.21,1.01,930.84,183.59
2024-05-08 00:00:00,P0031,KitchenPro Decor Plus,2,194.53,179.44,0.0,401,4.3,138,81,2.47,2.0,294.18,94.88
2025-05-01 00:00:00,P0031,KitchenPro Decor Plus,3,171.79,157.81,15.17,401,4.3,138,57,5.26,3.0,441.27,74.09
22-09-2024,P0010,SmartGen Headphones Plus,3,1828.5,1752.68,17.14,310,3.6,66,323,0.31,1.0,5402.25,83.26
24-05-2024,P0026,ModernSpace Appliances Premium,1,79.58,67.76,22.35,70,4.5,299,141,0.71,1.0,73.15,6.43
22-06-2024,P0026,ModernSpace Appliances Premium,1,106.03,94.6,0.0,70,4.5,299,161,1.86,2.99,73.15,32.88
15-12-2024,P0043,ModernReads Comics Plus,6,28.1,26.88,13.25,365,4.3,10,170,1.18,2.01,140.58,28.02
2025-05-01 00:00:00,P0012,TechPro Laptops Elite,4,1711.5,1642.12,0.0,107,4.2,498,469,0.64,3.0,5517.36,1328.65
2024-12-07 00:00:00,P0005,TechPro Tablets Elite,5,1569.34,1507.25,0.0,345,3.6,126,257,0.39,1.0,5632.4,2214.29
26-03-2024,P0025,ModernSpace Decor Premium,3,365.28,349.66,0.0,91,4.4,355,222,0.45,1.0,776.64,319.19
13-09-2024,P0041,ClassicPress Children Plus,1,65.52,61.93,0.0,236,4.5,179,377,1.06,4.0,46.39,19.13
2024-12-05 00:00:00,P0029,HomeEssence Bedding Premium,4,582.24,561.85,0.0,410,5.0,344,173,1.16,2.01,1765.8,563.16
14-12-2024,P0046,ModernReads Non-Fiction Pro,6,13.94,13.58,8.17,283,4.4,377,98,2.04,2.0,70.26,13.37
14-02-2025,P0008,ElectroMax Smartwatches Plus,1,1891.39,1775.59,0.0,470,4.1,43,101,2.97,3.0,1385.0,506.39
2024-10-07 00:00:00,P0025,ModernSpace Decor Premium,1,385.23,353.3,0.0,91,4.4,355,240,0.83,1.99,258.88,126.35
2024-08-06 00:00:00,P0045,ClassicPress Non-Fiction Pro,4,45.21,38.53,0.0,469,4.5,125,417,0.96,4.0,119.48,61.34
2025-07-01 00:00:00,P0030,HomeEssence Decor Pro,2,454.84,402.86,0.0,499,4.8,390,214,0.93,1.99,677.82,231.86
2024-01-12 00:00:00,P0016,ChicLine Jeans Premium,3,197.98,184.93,19.02,436,4.6,214,242,0.41,0.99,503.25,90.7
25-09-2024,P0046,ModernReads Non-Fiction Pro,3,15.58,14.18,0.0,283,4.4,377,190,1.05,2.0,35.13,11.61
2024-02-12 00:00:00,P0033,ModernSpace Storage Plus,4,366.58,342.42,0.0,329,4.4,85,302,0.66,1.99,1148.16,318.17
30-11-2024,P0016,ChicLine Jeans Premium,6,234.77,213.54,9.37,436,4.6,214,196,1.02,2.0,1006.5,402.1
24-09-2024,P0021,StyleHub Dresses Standard,4,110.95,97.53,7.67,143,4.8,48,182,0.55,1.0,358.48,85.31
2024-03-04 00:00:00,P0013,UrbanWear Dresses Premium,3,219.3,197.08,0.0,361,4.6,286,72,1.39,1.0,486.45,171.46
2024-12-06 00:00:00,P0036,HomeEssence Storage Standard,5,142.71,135.0,0.0,460,4.7,146,484,0.21,1.02,509.95,203.6
16-01-2025,P0023,TrendSet Jeans Standard,2,371.28,343.6,0.0,185,4.2,226,389,1.03,4.01,545.36,197.19
2024-01-04 00:00:00,P0040,AcademiaBooks Children Premium,1,75.9,68.01,7.26,109,3.8,32,319,0.63,2.01,61.0,14.9
15-02-2025,P0035,ModernSpace Decor Plus,4,685.04,651.02,0.0,492,4.7,461,273,0.73,1.99,1949.24,790.9
2025-07-02 00:00:00,P0013,UrbanWear Dresses Premium,4,169.53,154.74,24.28,361,4.6,286,482,0.41,1.98,648.6,29.54
2024-09-07 00:00:00,P0034,KitchenPro Storage Pro,1,48.46,42.8,0.0,233,4.5,191,99,2.02,2.0,35.29,13.17
15-08-2024,P0011,ElectroMax Smartphones Standard,3,1698.6,1563.57,12.16,355,5.0,450,60,3.33,2.0,4783.65,312.14
23-06-2024,P0024,TrendSet Jackets Premium,2,69.54,63.88,23.15,426,4.0,35,172,0.58,1.0,126.68,12.41
2024-01-03 00:00:00,P0001,TechPro Laptops Pro,3,1723.53,1688.6,0.0,396,3.6,226,286,0.35,1.0,4488.06,682.54
2024-02-10 00:00:00,P0022,StyleHub Shoes Pro,3,54.55,52.79,0.0,435,4.1,256,311,0.32,1.0,102.48,61.18
2024-01-07 00:00:00,P0015,StyleHub Jackets Premium,4,60.98,59.4,0.0,442,4.2,291,268,0.75,2.01,175.92,67.99
27-11-2024,P0037,ClassicPress Non-Fiction Plus,1,46.97,41.93,0.0,468,4.0,417,315,0.63,1.98,36.78,10.19
13-04-2024,P0029,HomeEssence Bedding Premium,2,445.16,401.2,22.19,410,5.0,344,317,0.95,3.01,882.9,7.42
2024-02-08 00:00:00,P0038,ModernReads Non-Fiction Pro,2,15.41,14.1,0.0,445,4.3,357,70,1.43,1.0,23.32,7.5
22-09-2024,P0038,ModernReads Non-Fiction Pro,6,14.72,14.02,0.0,445,4.3,357,187,0.53,0.99,69.96,18.36
2024-02-04 00:00:00,P0036,HomeEssence Storage Standard,3,147.8,143.8,0.0,460,4.7,146,361,0.28,1.01,305.97,137.43
22-12-2024,P0040,AcademiaBooks Children Premium,2,81.81,75.89,0.0,109,3.8,32,130,2.31,3.0,122.0,41.61
21-07-2024,P0048,StoryWorld Comics Standard,2,14.45,13.77,18.87,118,4.3,296,276,0.36,0.99,27.04,1.86
23-09-2024,P0037,ClassicPress Non-Fiction Plus,5,47.49,42.76,0.0,468,4.0,417,223,0.45,1.0,183.9,53.54
23-08-2024,P0047,StoryWorld Children Pro,5,47.12,40.26,0.0,448,4.7,366,101,0.99,1.0,189.9,45.72
26-10-2024,P0020,StyleHub T-Shirts Pro,3,282.45,261.94,0.0,394,3.6,216,233,0.43,1.0,613.56,233.8
2024-11-06 00:00:00,P0036,HomeEssence Storage Standard,5,136.83,129.05,11.06,460,4.7,146,110,0.91,1.0,509.95,174.2
30-08-2024,P0015,StyleHub Jackets Premium,1,61.12,59.4,0.0,442,4.2,291,73,1.37,1.0,43.98,17.14
2025-10-02 00:00:00,P0007,TechPro Headphones Plus,5,1281.6,1231.37,8.62,286,4.9,362,197,1.02,2.01,6189.05,218.96
22-06-2024,P0048,StoryWorld Comics Standard,3,18.37,15.75,0.0,118,4.3,296,131,1.53,2.0,40.56,14.54
13-12-2024,P0036,HomeEssence Storage Standard,6,142.27,138.05,6.82,460,4.7,146,115,1.74,2.0,611.94,241.67
2024-05-09 00:00:00,P0030,HomeEssence Decor Pro,5,465.12,409.21,0.0,499,4.8,390,172,1.16,2.0,1694.55,631.06
30-12-2024,P0022,StyleHub Shoes Pro,1,57.15,52.18,0.0,435,4.1,256,138,0.72,0.99,34.16,22.99
13-11-2024,P0047,StoryWorld Children Pro,5,51.38,49.15,0.0,448,4.7,366,419,0.24,1.01,189.9,67.02
23-12-2024,P0016,ChicLine Jeans Premium,3,257.31,235.87,0.0,436,4.6,214,98,1.02,1.0,503.25,268.67
21-11-2024,P0021,StyleHub Dresses Standard,6,116.23,108.89,0.0,143,4.8,48,164,0.61,1.0,537.72,159.64
2025-08-01 00:00:00,P0014,StyleHub Jackets Elite,5,261.65,250.33,0.0,499,3.9,133,490,0.41,2.01,938.5,369.74
30-05-2024,P0042,AcademiaBooks Comics Premium,2,75.79,68.99,0.0,208,4.1,161,76,1.32,1.0,112.88,38.7
2025-02-01 00:00:00,P0032,HomeEssence Cookware Elite,3,443.71,419.77,0.0,444,3.9,389,307,0.65,2.0,967.89,363.25
2024-04-12 00:00:00,P0041,ClassicPress Children Plus,4,67.61,65.85,0.0,236,4.5,179,255,0.39,0.99,185.56,84.9
28-11-2024,P0011,ElectroMax Smartphones Standard,5,1867.91,1631.39,0.0,355,5.0,450,134,0.75,1.0,7972.75,1366.79
16-04-2024,P0038,ModernReads Non-Fiction Pro,2,15.43,13.81,0.0,445,4.3,357,159,1.89,3.01,23.32,7.53
21-03-2024,P0048,StoryWorld Comics Standard,2,13.62,11.8,23.14,118,4.3,296,237,0.84,1.99,27.04,0.2
2024-01-04 00:00:00,P0038,ModernReads Non-Fiction Pro,4,15.61,13.89,0.0,445,4.3,357,213,0.47,1.0,46.64,15.81
2024-10-10 00:00:00,P0034,KitchenPro Storage Pro,5,44.04,37.58,0.0,233,4.5,191,345,0.58,2.0,176.45,43.73
2024-12-11 00:00:00,P0001,TechPro Laptops Pro,3,1775.24,1564.93,0.0,396,3.6,226,227,0.44,1.0,4488.06,837.65
2024-10-08 00:00:00,P0040,AcademiaBooks Children Premium,6,83.24,80.69,0.0,109,3.8,32,376,0.27,1.02,366.0,133.42
2024-08-04 00:00:00,P0016,ChicLine Jeans Premium,3,256.54,245.01,0.0,436,4.6,214,396,0.76,3.01,503.25,266.37
24-05-2024,P0012,TechPro Laptops Elite,3,1651.97,1552.83,0.0,107,4.2,498,281,0.36,1.01,4138.02,817.89
27-09-2024,P0043,ModernReads Comics Plus,3,30.43,29.65,5.9,365,4.3,10,249,0.4,1.0,70.29,20.99
14-03-2024,P0004,TechPro Laptops Elite,5,923.63,888.38,0.0,463,4.3,482,62,1.61,1.0,3954.3,663.84
23-03-2024,P0025,ModernSpace Decor Premium,4,375.42,353.07,0.0,91,4.4,355,477,0.21,1.0,1035.52,466.15
16-04-2024,P0001,TechPro Laptops Pro,1,1796.86,1588.61,0.0,396,3.6,226,120,0.83,1.0,1496.02,300.84
24-03-2024,P0001,TechPro Laptops Pro,1,1842.33,1705.61,0.0,396,3.6,226,370,0.81,3.0,1496.02,346.31
2024-03-06 00:00:00,P0032,HomeEssence Cookware Elite,5,441.97,428.3,0.0,444,3.9,389,213,0.47,1.0,1613.15,596.7
2024-11-08 00:00:00,P0030,HomeEssence Decor Pro,3,480.24,448.7,0.0,499,4.8,390,482,0.21,1.01,1016.73,424.0
17-09-2024,P0007,TechPro Headphones Plus,4,1423.9,1224.35,0.0,286,4.9,362,480,0.62,2.98,4951.24,744.37
17-09-2024,P0015,StyleHub Jackets Premium,1,63.53,61.85,0.0,442,4.2,291,186,0.54,1.0,43.98,19.55
2024-12-05 00:00:00,P0033,ModernSpace Storage Plus,1,350.13,322.01,0.0,329,4.4,85,83,2.41,2.0,287.04,63.09
2024-03-12 00:00:00,P0043,ModernReads Comics Plus,2,34.51,33.03,0.0,365,4.3,10,427,0.23,0.98,46.86,22.15
2024-09-07 00:00:00,P0044,AcademiaBooks Textbooks Elite,1,36.4,35.37,0.0,288,3.8,252,270,0.37,1.0,24.71,11.69
23-10-2024,P0041,ClassicPress Children Plus,1,69.55,66.45,0.0,236,4.5,179,322,0.62,2.0,46.39,23.16
13-01-2025,P0026,ModernSpace Appliances Premium,2,108.23,99.41,0.0,70,4.5,299,237,0.42,1.0,146.3,70.16
2024-04-04 00:00:00,P0017,TrendSet Dresses Pro,5,330.78,288.32,12.68,223,3.8,122,386,0.26,1.0,1359.45,294.46
22-07-2024,P0043,ModernReads Comics Plus,4,32.23,29.88,0.0,365,4.3,10,410,0.49,2.01,93.72,35.2
26-09-2024,P0039,AcademiaBooks Comics Plus,2,102.72,90.0,0.0,347,3.6,315,60,3.33,2.0,151.5,53.93
28-08-2024,P0026,ModernSpace Appliances Premium,2,104.09,97.91,0.0,70,4.5,299,388,0.52,2.02,146.3,61.88
25-02-2025,P0015,StyleHub Jackets Premium,3,52.2,50.07,18.42,442,4.2,291,237,0.42,1.0,131.94,24.66
23-11-2024,P0045,ClassicPress Non-Fiction Pro,4,44.68,41.22,0.0,469,4.5,125,461,0.65,3.0,119.48,59.25
29-05-2024,P0047,StoryWorld Children Pro,5,50.0,46.33,0.0,448,4.7,366,414,0.48,1.99,189.9,60.12
2025-05-01 00:00:00,P0001,TechPro Laptops Pro,1,1757.76,1629.57,0.0,396,3.6,226,453,0.22,1.0,1496.02,261.74
