product_id,category,price,competitor_price,discount,units_sold,date,season,day_of_week,stock_available,marketing_spend,customer_rating
P032,Home,270.62,315.67,5.5,56,2024-04-26,Spring,Friday,46,259.07,4.1
P049,Clothing,1161.04,1138.13,3.7,44,2024-02-22,Winter,Thursday,420,170.29,4.0
P047,Home,1071.25,1159.55,7.0,24,2023-04-02,Spring,Sunday,440,6.18,4.5
P001,Beauty,464.46,459.51,7.6,67,2025-07-13,Summer,Sunday,197,562.03,2.6
P031,Sports,1781.39,1821.21,11.1,40,2025-08-16,Summer,Saturday,86,446.95,3.3
P011,Beauty,282.86,304.12,16.4,79,2025-12-03,Winter,Wednesday,282,731.19,3.2
P016,Sports,587.11,552.36,15.5,66,2023-12-30,Winter,Saturday,413,857.8,4.5
P006,Electronics,899.16,999.27,12.4,66,2024-06-03,Summer,Monday,247,2144.61,4.1
P020,Clothing,1299.98,1394.52,4.4,62,2024-12-20,Winter,Friday,111,361.37,3.4
P032,Home,531.68,590.22,6.9,51,2023-02-22,Winter,Wednesday,426,788.45,3.5
P001,Beauty,407.22,424.38,3.7,51,2025-04-30,Spring,Wednesday,278,86.31,4.0
P013,Sports,1762.8,1744.47,6.5,37,2025-06-23,Summer,Monday,196,648.14,4.7
P031,Electronics,2312.43,2203.72,10.4,38,2023-10-05,Fall,Thursday,476,657.99,4.1
P027,Clothing,775.7,736.57,8.9,65,2023-01-07,Winter,Saturday,27,48.42,3.6
P002,Sports,1311.58,1345.87,3.0,35,2024-03-15,Spring,Friday,42,10.28,4.2
P031,Clothing,517.83,488.06,14.6,56,2024-10-31,Fall,Thursday,138,107.47,4.0
P018,Beauty,389.37,343.05,4.8,65,2025-06-02,Summer,Monday,28,498.33,3.6
P035,Beauty,306.68,281.09,4.5,55,2023-11-17,Fall,Friday,346,1589.38,4.5
P045,Sports,1478.43,1352.55,15.1,39,2023-03-20,Spring,Monday,312,25.83,4.1
P013,Beauty,334.35,335.12,5.3,63,2024-03-15,Spring,Friday,51,212.9,4.1
P017,Home,323.83,355.69,7.0,58,2024-01-04,Winter,Thursday,436,426.72,2.5
P049,Sports,1562.41,1572.13,4.2,39,2024-02-05,Winter,Monday,86,168.07,4.6
P033,Beauty,721.79,706.61,13.5,45,2023-09-29,Fall,Friday,10,324.08,4.0
P036,Beauty,728.69,620.92,11.4,45,2024-09-24,Fall,Tuesday,240,1178.82,3.9
P041,Electronics,498.17,505.95,0.8,63,2025-02-05,Winter,Wednesday,95,1085.51,4.7
P030,Home,692.98,753.22,3.5,44,2023-04-08,Spring,Saturday,480,255.39,2.4
P026,Home,1321.86,1415.49,13.1,29,2023-03-31,Spring,Friday,203,491.38,3.3
P036,Home,837.1,949.29,17.9,55,2023-10-06,Fall,Friday,16,514.78,4.3
P025,Clothing,1390.56,1105.11,7.6,50,2025-02-01,Winter,Saturday,212,303.29,3.7
P019,Sports,912.88,951.11,3.0,48,2024-03-13,Spring,Wednesday,480,449.8,4.1
P049,Clothing,770.04,891.07,12.7,63,2024-04-03,Spring,Wednesday,229,567.81,3.8
P048,Home,1574.03,1622.78,2.6,28,2024-08-27,Summer,Tuesday,204,779.38,3.8
P005,Beauty,526.34,518.65,5.8,64,2024-07-09,Summer,Tuesday,157,225.0,3.5
P037,Beauty,185.36,155.84,4.5,57,2023-05-22,Spring,Monday,350,137.12,2.2
P002,Electronics,638.11,561.07,2.0,47,2023-12-22,Winter,Friday,93,144.64,4.2
P021,Home,444.98,433.19,5.3,53,2023-02-08,Winter,Wednesday,51,255.14,3.7
P023,Beauty,206.05,227.52,1.1,68,2025-11-12,Fall,Wednesday,261,1205.12,4.6
P021,Home,1373.08,1421.74,4.3,42,2023-05-06,Spring,Saturday,270,309.53,4.2
P009,Clothing,1386.34,1546.09,10.4,48,2025-06-23,Summer,Monday,285,1146.34,3.1
P018,Electronics,2898.85,2623.64,17.7,41,2024-08-17,Summer,Saturday,460,247.17,3.5
P005,Beauty,436.7,485.24,9.8,65,2025-06-09,Summer,Monday,36,1068.27,4.7
P026,Clothing,411.16,416.57,3.4,56,2025-09-15,Fall,Monday,494,119.5,4.2
P023,Home,1132.24,1083.86,6.0,31,2024-04-03,Spring,Wednesday,106,1055.34,3.8
P028,Sports,243.63,269.27,5.5,61,2023-02-01,Winter,Wednesday,176,203.74,2.9
P020,Electronics,2184.3,1924.61,3.5,40,2025-06-14,Summer,Saturday,291,432.59,4.8
P021,Beauty,517.93,491.86,13.6,65,2024-04-13,Spring,Saturday,139,468.48,3.0
P007,Sports,1206.42,1193.55,7.2,42,2023-08-03,Summer,Thursday,368,195.66,3.8
P017,Clothing,1480.25,1328.86,3.3,35,2023-08-22,Summer,Tuesday,192,72.1,3.0
P044,Home,1173.87,1253.13,6.5,37,2025-07-28,Summer,Monday,44,114.15,2.9
P048,Electronics,2836.12,2587.14,5.7,27,2025-10-28,Fall,Tuesday,290,1302.68,4.4
P047,Sports,1260.76,1122.8,15.0,43,2024-08-29,Summer,Thursday,126,320.72,2.9
P033,Electronics,2090.06,2015.07,8.8,28,2024-05-28,Spring,Tuesday,69,966.66,5.0
P029,Sports,107.51,116.06,2.3,56,2024-07-09,Summer,Tuesday,73,57.33,3.2
P005,Electronics,287.75,312.94,4.7,36,2023-05-18,Spring,Thursday,152,72.71,2.0
P033,Clothing,1012.39,1005.49,11.7,54,2025-06-20,Summer,Friday,341,791.42,3.6
P050,Clothing,855.51,846.38,9.6,69,2023-04-16,Spring,Sunday,125,1212.47,3.6
P045,Sports,1521.67,1417.3,20.9,57,2025-02-02,Winter,Sunday,233,574.8,3.2
P046,Beauty,549.88,644.12,7.2,57,2024-08-14,Summer,Wednesday,479,184.83,3.3
P013,Home,171.95,181.25,9.0,43,2025-10-23,Fall,Thursday,320,85.53,3.6
P025,Beauty,404.07,371.93,3.0,58,2025-07-22,Summer,Tuesday,75,91.45,2.8
P013,Clothing,648.04,734.18,14.5,57,2024-03-11,Spring,Monday,297,40.36,4.1
P050,Clothing,224.54,240.27,6.6,72,2024-05-14,Spring,Tuesday,282,1884.57,4.1
P049,Sports,163.28,179.09,3.9,67,2023-07-23,Summer,Sunday,476,128.47,4.5
P026,Clothing,629.4,581.39,11.4,58,2024-11-15,Fall,Friday,238,65.18,3.5
P027,Sports,1650.02,1653.26,20.4,38,2024-07-08,Summer,Monday,481,104.48,4.2
P017,Electronics,2274.29,2167.71,3.3,35,2024-03-09,Spring,Saturday,479,1050.55,4.9
P039,Beauty,605.82,736.81,9.3,55,2025-05-01,Spring,Thursday,406,199.79,3.9
P039,Sports,1242.21,1270.98,20.0,61,2023-01-14,Winter,Saturday,495,421.62,3.3
P049,Electronics,1387.29,1482.61,10.5,21,2024-09-16,Fall,Monday,194,14.65,2.6
P018,Clothing,821.56,836.35,4.2,51,2024-10-26,Fall,Saturday,202,51.54,4.4
P009,Clothing,507.75,543.68,7.7,57,2025-08-29,Summer,Friday,199,76.28,4.2
P040,Clothing,592.25,565.38,5.1,71,2025-06-29,Summer,Sunday,256,59.76,4.4
P010,Electronics,804.08,784.52,5.8,45,2024-03-14,Spring,Thursday,315,228.99,4.3
P020,Home,1756.11,1853.45,3.5,11,2025-09-03,Fall,Wednesday,183,210.01,4.2
P039,Home,1352.99,1245.89,13.4,51,2025-06-22,Summer,Sunday,75,1968.53,3.4
P011,Beauty,222.02,254.71,5.4,61,2025-11-14,Fall,Friday,400,107.91,3.4
P034,Home,1438.82,1435.78,11.6,49,2024-07-28,Summer,Sunday,145,1680.6,3.4
P009,Beauty,87.35,72.84,9.6,68,2024-11-22,Fall,Friday,167,1858.72,1.4
P045,Electronics,2315.56,2514.82,9.6,24,2025-05-02,Spring,Friday,174,46.16,3.7
P008,Home,325.27,308.95,7.9,54,2025-05-24,Spring,Saturday,372,386.56,3.8
P028,Home,1888.32,1832.4,4.5,14,2025-08-28,Summer,Thursday,348,455.14,4.2
P030,Beauty,179.97,209.17,7.1,73,2023-07-30,Summer,Sunday,274,557.59,3.6
P031,Electronics,237.85,225.61,8.9,65,2025-07-15,Summer,Tuesday,57,332.28,4.7
P022,Beauty,739.59,846.52,8.6,47,2024-01-12,Winter,Friday,355,110.73,3.3
P019,Home,1029.34,1189.29,7.2,29,2025-10-28,Fall,Tuesday,340,860.14,3.8
P008,Clothing,216.68,193.92,5.6,76,2025-09-30,Fall,Tuesday,368,2808.86,4.8
P016,Clothing,1032.1,1129.86,24.4,56,2024-06-13,Summer,Thursday,241,772.54,4.7
P038,Sports,907.44,883.59,18.1,55,2025-11-13,Fall,Thursday,436,943.76,4.9
P008,Sports,179.88,169.53,3.0,68,2025-06-28,Summer,Saturday,25,335.48,3.7
P003,Sports,1203.54,1171.47,7.8,54,2025-11-08,Fall,Saturday,355,414.26,3.7
P020,Sports,1575.24,1592.1,0.4,27,2023-04-27,Spring,Thursday,464,146.31,3.7
P034,Home,1744.65,1763.55,8.8,31,2023-02-03,Winter,Friday,360,1455.08,4.9
P035,Beauty,166.86,157.12,4.8,84,2025-12-20,Winter,Saturday,423,876.02,3.6
P006,Clothing,802.35,791.32,19.4,73,2023-04-08,Spring,Saturday,191,102.63,3.7
P015,Home,807.37,911.32,4.9,40,2024-08-01,Summer,Thursday,414,683.17,3.9
P046,Home,1959.31,2095.6,6.3,28,2025-05-07,Spring,Wednesday,304,1028.73,3.0
P026,Beauty,572.5,610.94,6.4,51,2025-04-22,Spring,Tuesday,257,229.97,3.6
P006,Electronics,752.7,739.18,0.6,39,2023-09-19,Fall,Tuesday,114,97.07,2.9
P020,Home,875.73,813.95,21.3,62,2023-06-24,Summer,Saturday,395,351.67,4.6
P045,Sports,206.37,200.37,8.5,69,2024-09-15,Fall,Sunday,208,598.57,4.8
P048,Clothing,1152.81,1359.14,10.5,37,2025-06-18,Summer,Wednesday,224,22.78,2.8
P008,Electronics,2101.51,2013.34,9.0,40,2025-12-08,Winter,Monday,358,1071.43,2.6
P044,Beauty,426.12,417.6,5.8,61,2024-08-08,Summer,Thursday,76,114.44,4.6
P047,Home,421.46,394.97,8.3,37,2023-09-08,Fall,Friday,11,172.16,3.0
P043,Sports,1008.68,1041.48,10.8,47,2024-07-08,Summer,Monday,210,813.56,4.9
P049,Clothing,1096.9,1192.93,26.2,49,2024-08-06,Summer,Tuesday,171,240.4,3.6
P050,Home,1713.98,1609.86,2.6,20,2023-05-05,Spring,Friday,180,822.34,3.4
P011,Sports,533.91,535.25,11.5,57,2024-05-24,Spring,Friday,16,265.72,3.8
P019,Electronics,947.55,884.19,1.6,43,2025-08-05,Summer,Tuesday,131,238.93,3.0
P044,Beauty,293.77,309.63,23.2,88,2024-01-21,Winter,Sunday,163,481.57,3.3
P001,Beauty,497.05,523.86,10.7,68,2025-04-14,Spring,Monday,392,2099.48,3.5
P007,Electronics,2196.55,2260.24,6.6,45,2023-12-20,Winter,Wednesday,179,1115.67,4.3
P012,Electronics,543.21,535.97,14.1,64,2025-05-25,Spring,Sunday,243,1241.73,3.1
P050,Beauty,638.75,655.7,13.1,69,2024-06-06,Summer,Thursday,260,1333.37,3.3
P016,Sports,1744.52,1821.71,7.7,38,2023-01-13,Winter,Friday,486,83.6,5.0
P011,Home,1682.42,1712.47,5.1,44,2024-02-10,Winter,Saturday,180,985.84,4.2
P027,Sports,889.64,914.71,4.5,55,2025-02-02,Winter,Sunday,416,24.43,3.3
P016,Beauty,650.92,706.16,3.5,69,2025-08-10,Summer,Sunday,345,299.25,3.4
P045,Sports,423.89,417.44,5.8,54,2023-11-28,Fall,Tuesday,434,764.64,3.0
P009,Beauty,446.52,450.49,3.7,52,2025-05-05,Spring,Monday,238,679.63,4.8
P008,Clothing,547.33,522.62,8.4,66,2024-08-03,Summer,Saturday,375,531.61,3.6
P026,Home,1852.7,1805.0,7.6,25,2023-06-20,Summer,Tuesday,421,556.68,4.2
P043,Clothing,983.7,1073.27,5.6,45,2025-06-05,Summer,Thursday,414,210.03,3.7
P032,Electronics,2944.93,3251.58,6.8,50,2024-02-11,Winter,Sunday,341,544.22,4.8
P019,Beauty,344.32,364.94,4.8,54,2024-09-25,Fall,Wednesday,128,672.71,3.5
P027,Electronics,1752.26,1637.85,7.5,40,2024-10-27,Fall,Sunday,108,5.62,3.2
P019,Beauty,480.22,525.79,19.5,75,2023-05-07,Spring,Sunday,392,1181.08,3.8
P019,Sports,425.15,356.68,12.3,64,2023-01-23,Winter,Monday,160,1303.31,3.2
P034,Electronics,1835.9,1805.28,3.9,22,2024-10-31,Fall,Thursday,347,77.2,4.0
P050,Home,757.82,702.31,11.7,42,2024-03-04,Spring,Monday,443,163.58,4.0
P049,Electronics,2402.33,2429.33,9.5,22,2023-09-27,Fall,Wednesday,393,397.62,4.2
P017,Home,1528.33,1491.46,11.3,27,2025-05-02,Spring,Friday,28,174.9,3.7
P045,Sports,371.21,394.85,2.6,53,2023-06-27,Summer,Tuesday,193,401.4,2.3
P030,Sports,561.54,558.25,19.7,50,2023-04-10,Spring,Monday,285,73.77,3.8
P013,Beauty,216.82,242.04,9.1,74,2023-04-05,Spring,Wednesday,272,1138.48,3.1
P042,Electronics,873.06,927.52,3.9,40,2025-04-23,Spring,Wednesday,312,838.94,3.5
P024,Sports,897.68,865.83,11.0,58,2024-12-04,Winter,Wednesday,174,429.22,3.3
P019,Beauty,674.13,692.56,11.7,52,2024-04-25,Spring,Thursday,160,156.55,4.2
P014,Sports,1496.59,1338.01,9.3,31,2024-04-12,Spring,Friday,196,218.97,4.3
P017,Sports,784.2,813.12,6.5,50,2023-06-20,Summer,Tuesday,218,279.55,4.8
P023,Electronics,1383.8,1396.82,3.8,23,2025-03-26,Spring,Wednesday,357,97.42,2.4
P018,Beauty,131.08,131.16,8.4,84,2024-01-02,Winter,Tuesday,31,573.88,4.2
P044,Clothing,371.53,323.18,4.6,67,2024-06-18,Summer,Tuesday,87,1725.49,3.0
P010,Home,1040.15,1192.77,8.7,46,2024-12-13,Winter,Friday,56,91.52,4.2
P043,Electronics,722.56,739.74,10.4,49,2025-12-30,Winter,Tuesday,202,545.41,2.5
P040,Beauty,698.08,754.65,3.4,47,2023-04-21,Spring,Friday,444,178.36,4.7
P022,Sports,875.57,843.25,13.3,48,2023-04-19,Spring,Wednesday,365,520.73,3.7
P011,Sports,730.05,732.27,11.1,51,2024-05-30,Spring,Thursday,205,110.79,5.0
P022,Electronics,869.1,787.92,6.1,45,2025-09-08,Fall,Monday,94,227.37,4.5
P014,Electronics,732.3,703.23,9.5,46,2024-11-15,Fall,Friday,438,566.07,3.8
P002,Beauty,368.63,360.68,4.8,66,2024-04-15,Spring,Monday,378,2145.19,3.2
P013,Clothing,1224.82,1239.39,10.1,50,2023-02-21,Winter,Tuesday,309,209.04,4.3
P041,Clothing,221.5,218.08,10.2,75,2023-01-30,Winter,Monday,433,50.64,2.8
P036,Clothing,1491.02,1479.77,17.6,40,2025-09-20,Fall,Saturday,295,12.52,3.2
P034,Clothing,1081.87,1140.45,8.8,54,2025-08-07,Summer,Thursday,305,77.93,4.2
P033,Electronics,1065.72,1008.27,10.4,54,2024-01-05,Winter,Friday,139,218.15,4.0
P008,Electronics,2729.0,2629.82,10.0,31,2025-06-13,Summer,Friday,175,448.44,3.9
P015,Clothing,540.26,611.55,9.8,63,2024-04-24,Spring,Wednesday,288,821.32,3.3
P017,Electronics,2680.54,2592.04,13.3,31,2024-06-14,Summer,Friday,287,631.41,4.0
P042,Electronics,1764.33,1677.43,1.8,26,2023-11-24,Fall,Friday,187,556.09,3.3
P023,Clothing,388.54,409.59,7.4,69,2025-02-17,Winter,Monday,247,338.04,3.4
P022,Electronics,2520.31,2368.67,5.0,33,2025-01-13,Winter,Monday,155,150.07,3.9
P015,Beauty,237.49,202.86,6.3,46,2025-10-30,Fall,Thursday,261,40.56,3.5
P048,Beauty,618.94,573.78,6.2,50,2023-04-21,Spring,Friday,326,1574.83,3.4
P023,Electronics,2049.28,2101.99,6.3,21,2024-03-18,Spring,Monday,439,18.93,3.2
P028,Sports,1405.84,1288.38,7.7,27,2025-03-28,Spring,Friday,33,194.62,3.3
P016,Beauty,560.01,503.1,9.7,55,2024-09-12,Fall,Thursday,6,847.6,3.8
P027,Electronics,1155.87,1191.72,1.3,53,2025-12-07,Winter,Sunday,168,289.63,3.6
P002,Sports,582.0,509.9,15.9,42,2025-09-21,Fall,Sunday,189,71.03,3.4
P022,Clothing,151.2,164.06,8.5,72,2024-02-29,Winter,Thursday,380,255.94,2.4
P032,Beauty,655.89,713.14,4.2,61,2025-02-02,Winter,Sunday,457,170.09,3.5
P046,Electronics,1652.05,1505.47,8.4,36,2024-10-16,Fall,Wednesday,267,1569.61,4.5
P038,Clothing,939.62,1049.94,5.1,60,2025-04-28,Spring,Monday,163,1191.38,4.2
P038,Electronics,540.02,571.66,11.8,49,2023-07-31,Summer,Monday,320,197.04,3.5
P031,Sports,936.31,938.12,4.1,58,2023-04-09,Spring,Sunday,375,639.95,3.4
P007,Electronics,931.04,1114.07,12.9,58,2024-05-04,Spring,Saturday,257,249.97,3.6
P014,Home,1828.18,1973.15,17.8,28,2023-05-26,Spring,Friday,459,44.73,3.3
P032,Home,208.4,238.8,4.1,41,2023-11-13,Fall,Monday,252,901.17,1.5
P036,Home,293.91,312.63,4.8,47,2025-05-28,Spring,Wednesday,170,932.42,4.6
P040,Home,1437.05,1567.98,21.8,48,2024-03-28,Spring,Thursday,211,1092.42,2.8
P041,Sports,1172.95,1317.89,6.7,57,2023-07-04,Summer,Tuesday,81,23.77,3.9
P020,Clothing,1195.34,1240.83,15.2,54,2025-07-04,Summer,Friday,15,30.0,2.8
P036,Electronics,1955.7,1672.99,4.7,38,2023-01-26,Winter,Thursday,5,186.54,4.3
P020,Clothing,143.19,159.7,6.9,79,2023-01-22,Winter,Sunday,77,39.98,4.2
P012,Electronics,2240.72,2073.51,8.1,33,2024-02-16,Winter,Friday,465,99.41,3.1
P043,Clothing,735.1,791.71,4.0,73,2024-02-10,Winter,Saturday,104,353.34,4.3
P026,Beauty,427.21,446.56,15.7,69,2025-11-12,Fall,Wednesday,209,771.36,3.5
P010,Sports,1097.96,1191.7,2.9,62,2025-01-26,Winter,Sunday,340,1157.87,5.0
P050,Home,580.71,651.15,14.1,57,2023-03-11,Spring,Saturday,197,423.23,4.1
P044,Electronics,337.23,351.91,3.8,57,2024-05-10,Spring,Friday,244,884.45,3.0
P012,Sports,981.02,1025.38,11.7,44,2024-11-10,Fall,Sunday,41,817.72,1.4
P048,Home,1687.98,1601.23,6.3,23,2024-08-14,Summer,Wednesday,296,191.02,4.6
P019,Home,163.88,161.47,8.9,64,2024-12-06,Winter,Friday,400,442.37,4.4
P019,Beauty,221.64,221.69,6.4,70,2024-01-31,Winter,Wednesday,423,52.82,3.1
P025,Electronics,2819.75,3060.81,5.3,26,2023-11-27,Fall,Monday,176,652.86,2.2
P050,Beauty,502.91,469.84,24.4,70,2025-07-11,Summer,Friday,444,835.66,4.5
P043,Sports,1086.24,1107.77,3.7,43,2025-01-14,Winter,Tuesday,90,13.17,3.9
P002,Home,1442.3,1233.27,3.0,35,2024-03-31,Spring,Sunday,474,3.31,4.7
P046,Home,1437.81,1467.03,16.4,46,2024-10-13,Fall,Sunday,33,1454.06,5.0
P046,Beauty,646.25,601.32,7.1,51,2023-08-30,Summer,Wednesday,87,906.03,3.5
P010,Home,293.37,301.85,8.7,62,2024-05-30,Spring,Thursday,225,627.61,4.5
P011,Clothing,1410.88,1216.83,6.1,50,2023-05-14,Spring,Sunday,58,1576.72,4.8
P027,Beauty,513.81,470.23,9.0,81,2023-01-29,Winter,Sunday,355,975.66,3.7
P044,Sports,584.65,610.14,4.4,40,2023-10-11,Fall,Wednesday,172,38.98,4.7
P010,Electronics,238.83,232.91,6.8,56,2023-06-25,Summer,Sunday,378,488.36,2.9
P028,Electronics,677.88,629.73,2.7,47,2023-05-24,Spring,Wednesday,456,370.77,3.5
P001,Beauty,645.5,703.72,11.6,58,2023-08-11,Summer,Friday,311,235.98,4.5
P035,Home,206.71,210.74,5.3,59,2024-11-16,Fall,Saturday,104,480.9,5.0
P029,Sports,572.84,591.32,5.5,62,2023-02-16,Winter,Thursday,245,700.57,4.1
P034,Sports,108.51,117.38,5.2,42,2025-08-21,Summer,Thursday,331,25.18,4.1
P024,Beauty,271.86,276.76,4.6,74,2023-02-23,Winter,Thursday,248,746.06,3.6
P027,Home,897.68,880.69,8.9,30,2025-10-08,Fall,Wednesday,145,19.98,4.0
P010,Sports,1741.74,1767.83,14.6,37,2025-12-16,Winter,Tuesday,291,33.84,4.1
P007,Electronics,481.22,550.64,8.5,63,2023-06-05,Summer,Monday,132,570.53,5.0
P005,Sports,1402.41,1463.83,7.8,67,2024-08-10,Summer,Saturday,285,2642.16,3.7
P024,Home,1137.67,954.65,16.6,35,2023-03-20,Spring,Monday,12,489.93,3.6
P025,Clothing,372.38,399.76,7.3,69,2024-01-24,Winter,Wednesday,451,397.24,3.8
P002,Sports,865.97,956.94,11.4,54,2024-06-25,Summer,Tuesday,297,718.55,4.1
P043,Home,1283.27,1345.28,9.5,25,2024-11-14,Fall,Thursday,46,1191.87,4.0
P034,Beauty,348.91,361.19,3.4,72,2023-08-27,Summer,Sunday,302,579.24,4.3
P007,Clothing,1118.53,1116.01,12.5,50,2024-08-08,Summer,Thursday,76,174.39,3.6
P034,Electronics,1221.0,1144.27,12.7,51,2024-02-02,Winter,Friday,440,448.08,4.1
P042,Clothing,1412.2,1536.54,1.4,38,2023-10-05,Fall,Thursday,382,278.06,2.5
P033,Electronics,590.72,565.46,3.8,42,2025-05-27,Spring,Tuesday,303,757.56,2.3
P032,Beauty,712.34,691.88,15.6,41,2023-03-09,Spring,Thursday,137,655.41,3.7
P048,Electronics,1029.23,838.78,12.6,53,2023-04-30,Spring,Sunday,429,603.9,3.7
P005,Beauty,315.09,345.98,14.9,81,2025-06-07,Summer,Saturday,212,143.79,3.8
P047,Clothing,682.58,741.19,7.9,52,2025-04-28,Spring,Monday,72,708.16,3.6
P042,Sports,1062.12,1036.27,6.2,53,2025-08-17,Summer,Sunday,394,296.31,4.0
P022,Home,1840.33,1430.98,9.4,18,2025-07-31,Summer,Thursday,348,66.77,4.5
P033,Clothing,1313.9,1390.37,3.8,49,2023-02-17,Winter,Friday,304,530.89,3.7
P007,Clothing,634.1,617.02,5.0,59,2024-07-11,Summer,Thursday,233,209.14,4.1
P034,Home,1086.14,1122.98,4.7,37,2025-05-08,Spring,Thursday,245,585.21,3.4
P039,Clothing,480.13,452.0,5.5,53,2025-03-20,Spring,Thursday,289,277.38,3.9
P041,Beauty,752.24,580.22,8.7,39,2024-02-13,Winter,Tuesday,95,124.69,3.6
P015,Home,1846.39,1834.39,13.5,27,2023-08-25,Summer,Friday,162,187.43,3.8
P043,Clothing,113.38,110.85,12.5,79,2025-11-12,Fall,Wednesday,68,2085.95,3.7
P004,Home,232.92,231.05,9.9,66,2025-08-31,Summer,Sunday,454,1216.11,3.9
P016,Clothing,930.04,1035.61,17.3,54,2024-11-14,Fall,Thursday,12,309.89,3.4
P016,Clothing,304.39,303.09,4.0,68,2024-02-25,Winter,Sunday,337,82.46,3.8
P030,Home,361.78,376.86,15.3,63,2023-09-02,Fall,Saturday,86,1587.43,4.3
P007,Electronics,241.33,232.54,8.6,53,2024-12-11,Winter,Wednesday,197,455.1,2.8
P019,Clothing,458.17,405.91,17.7,81,2025-06-22,Summer,Sunday,161,446.15,4.9
P008,Home,1386.91,1677.27,7.6,31,2025-08-26,Summer,Tuesday,485,297.29,4.0
P024,Beauty,300.43,267.82,8.1,57,2025-09-13,Fall,Saturday,247,260.56,3.4
P047,Beauty,193.72,207.93,18.6,71,2025-09-21,Fall,Sunday,28,742.19,2.5
P001,Clothing,138.43,160.58,6.0,83,2023-04-23,Spring,Sunday,34,734.39,3.8
P017,Clothing,702.35,672.88,15.3,70,2024-07-18,Summer,Thursday,191,876.63,5.0
P007,Home,1031.58,1020.88,4.6,42,2024-03-09,Spring,Saturday,15,59.2,3.2
P010,Beauty,712.08,613.75,16.4,42,2023-11-22,Fall,Wednesday,226,496.5,3.5
P002,Sports,1604.28,1638.88,9.2,29,2023-07-06,Summer,Thursday,29,29.04,3.1
P029,Electronics,2951.3,2471.91,17.0,27,2025-10-26,Fall,Sunday,306,20.34,4.2
P039,Beauty,542.94,420.63,21.8,42,2023-03-16,Spring,Thursday,313,350.99,3.1
P043,Sports,810.51,842.7,6.2,63,2023-01-28,Winter,Saturday,106,373.66,4.7
P035,Clothing,1233.19,1274.54,10.6,57,2025-12-28,Winter,Sunday,365,96.39,4.2
P047,Electronics,2800.72,3024.99,16.9,36,2023-07-25,Summer,Tuesday,473,900.4,3.8
P036,Home,708.18,633.48,16.0,43,2025-11-13,Fall,Thursday,379,285.12,4.7
P047,Beauty,613.55,647.14,14.4,58,2025-03-03,Spring,Monday,264,1749.92,3.5
P021,Home,1161.33,1040.39,4.4,41,2023-03-12,Spring,Sunday,92,793.67,3.4
P026,Sports,1092.73,1014.68,3.1,23,2024-09-30,Fall,Monday,207,90.88,4.3
P048,Clothing,481.21,446.35,0.1,53,2025-02-28,Winter,Friday,130,174.73,5.0
P014,Home,1647.38,1694.15,4.8,25,2025-12-10,Winter,Wednesday,297,258.87,3.1
P041,Home,1091.17,1034.1,14.4,51,2023-02-19,Winter,Sunday,308,1491.77,3.3
P013,Beauty,770.92,658.84,8.1,37,2024-11-24,Fall,Sunday,486,114.78,3.6
P002,Home,877.61,896.5,9.0,47,2023-08-08,Summer,Tuesday,132,479.12,3.2
P030,Beauty,757.57,825.08,19.9,46,2024-09-12,Fall,Thursday,222,1419.08,4.3
P003,Electronics,341.19,357.04,15.5,49,2024-07-26,Summer,Friday,87,14.29,3.1
P015,Sports,1590.53,1449.98,1.5,36,2025-01-20,Winter,Monday,180,95.59,4.1
P025,Sports,1023.87,1161.11,6.8,46,2024-10-27,Fall,Sunday,185,349.75,2.8
P022,Home,1634.39,1734.95,19.4,32,2025-03-05,Spring,Wednesday,14,205.4,4.0
P044,Home,853.83,797.03,3.6,33,2025-01-02,Winter,Thursday,138,151.8,4.2
P011,Electronics,2927.68,2916.75,6.9,18,2023-10-26,Fall,Thursday,21,1086.19,1.8
P015,Electronics,839.36,849.11,14.9,58,2024-01-04,Winter,Thursday,130,832.06,3.4
P022,Home,1063.52,1119.79,7.2,37,2023-08-12,Summer,Saturday,228,690.08,3.0
P009,Electronics,1267.97,1271.29,5.7,48,2024-05-26,Spring,Sunday,388,187.73,3.6
P007,Home,476.72,467.93,6.4,48,2025-08-10,Summer,Sunday,140,1305.19,3.4
P036,Sports,290.45,289.89,18.0,77,2024-08-25,Summer,Sunday,319,1201.66,4.2
P043,Beauty,796.89,784.94,15.9,44,2025-11-18,Fall,Tuesday,481,734.44,3.6
P037,Beauty,128.0,129.61,5.8,62,2024-09-28,Fall,Saturday,359,82.67,3.8
P010,Sports,169.25,156.81,9.0,57,2024-06-19,Summer,Wednesday,172,601.36,4.4
P011,Home,1063.6,942.38,4.1,37,2025-06-26,Summer,Thursday,40,273.35,3.8
P011,Electronics,1203.95,1142.3,6.3,58,2025-12-29,Winter,Monday,481,499.57,5.0
P050,Home,404.77,372.53,14.7,53,2023-12-21,Winter,Thursday,309,775.68,3.8
P039,Home,1037.04,899.21,8.2,34,2024-10-28,Fall,Monday,342,928.81,4.7
P024,Clothing,1191.3,1339.08,11.1,44,2023-01-30,Winter,Monday,275,152.75,3.2
P014,Beauty,198.26,181.34,11.0,79,2024-12-06,Winter,Friday,61,17.88,5.0
P006,Home,1817.44,1745.28,7.4,22,2023-06-27,Summer,Tuesday,163,739.53,2.8
P041,Sports,1714.45,1559.02,8.6,46,2024-02-18,Winter,Sunday,141,993.89,5.0
